secid,ticker,exercise_style,date,close,rate,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,P,450000,10,10.2,37,464
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,460000,88.4,89.2,10,243
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,P,460000,12,12.2,40,320
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,470000,80.9,81.7,10,260
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,P,470000,14.3,14.6,69,433
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,480000,73.7,74.5,3,124
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,P,480000,17,17.2,61,450
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,490000,66.9,67.7,1,379
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,P,490000,19.9,20.2,22,548
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,500000,60.5,61.1,16,1543
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,P,500000,23.3,23.6,34,961
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,510000,54.4,54.9,14,386
