secid,ticker,exercise_style,date,close,rate,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,P,510000,27.1,27.4,6,891
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,520000,48.6,49.1,18,648
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,P,520000,31.2,31.5,14,235
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,530000,43.2,43.7,42,446
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,P,530000,35.8,36.2,21,151
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,540000,38.3,38.7,76,739
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,P,540000,40.8,41.2,3,122
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,550000,33.6,33.9,65,511
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,P,550000,46.3,46.7,20,90
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,560000,29.4,29.8,7,187
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,P,560000,52.2,52.7,28,122
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,570000,25.6,25.9,30,275
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/21/07,P,570000,58.5,59.2,0,35
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,580000,22.1,22.5,12,316
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,P,580000,65.2,65.9,10,34
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,590000,19,19.3,2,483
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,P,590000,72.6,73.2,31,51
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,600000,16.2,16.4,42,1804
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/21/07,P,600000,80.2,80.9,0,25
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,610000,13.7,14,5,190
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/5/07,P,610000,88.3,89.1,0,10
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,620000,11.6,11.9,22,290
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/19/07,P,620000,96.7,97.6,0,134
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,630000,9.7,9.8,41,325
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/4/07,P,630000,105.7,106.4,0,0
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/22/07,C,640000,8.1,8.2,74,841
121812,GOOG,A,6/22/07,524.98,0,12/22/07,6/11/07,P,640000,114.9,115.8,0,0
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,175000,354.7,355.7,7,807
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/8/07,P,175000,0,0.15,0,2841
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/20/07,C,180000,349.9,350.8,0,491
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,180000,0,0.15,80,876
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/19/07,C,185000,345,346,0,285
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/13/07,P,185000,0,0.15,0,650
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/19/07,C,190000,340.2,341.1,0,409
121812,GOOG,A,6/22/07,524.98,0,1/19/08,5/31/07,P,190000,0,0.15,0,985
121812,GOOG,A,6/22/07,524.98,0,1/19/08,5/23/07,C,195000,335.3,336.3,0,315
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,195000,0,0.15,50,874
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/11/07,C,200000,330.5,331.5,0,260
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,200000,0.05,0.2,10,4743
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/21/07,C,210000,320.8,321.8,0,213
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,210000,0.05,0.15,10,1297
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/11/07,C,220000,311.1,312.1,0,461
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,220000,0.05,0.15,50,539
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/19/07,C,230000,301.4,302.4,0,225
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/15/07,P,230000,0.05,0.2,0,606
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/19/07,C,240000,291.8,292.7,0,222
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/19/07,P,240000,0.05,0.2,0,607
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/15/07,C,250000,282.1,283.1,0,435
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/18/07,P,250000,0.2,0.25,0,2283
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,260000,272.5,273.4,15,214
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/14/07,P,260000,0.15,0.3,0,945
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,270000,262.8,263.8,1,291
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/18/07,P,270000,0.2,0.35,0,1095
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,280000,253.2,254.2,1,248
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/20/07,P,280000,0.25,0.45,0,1336
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,290000,243.6,244.6,16,423
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,290000,0.35,0.55,10,1954
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,300000,233.9,234.9,14,470
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/21/07,P,300000,0.45,0.6,0,1876
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/19/07,C,310000,224.5,225.5,0,250
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,310000,0.6,0.75,10,3022
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,320000,215,216,21,359
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,320000,0.8,0.95,10,2270
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,330000,205.5,206.5,2,358
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,330000,1,1.2,57,1291
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/19/07,C,340000,196.1,197.1,0,314
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,340000,1.25,1.45,144,1198
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,350000,186.7,187.7,1,546
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/20/07,P,350000,1.7,1.85,0,2284
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/11/07,C,360000,177.5,178.5,0,493
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,360000,2.05,2.3,7,1397
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/19/07,C,370000,168.2,169.2,0,620
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,370000,2.55,2.8,1,1884
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,380000,159.2,160.2,10,567
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,380000,3.2,3.5,5,1336
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,390000,150.2,151.2,20,502
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,390000,3.9,4.2,12,2300
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,400000,141.3,142.3,82,1435
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,400000,4.9,5.1,75,2657
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/19/07,C,410000,132.7,133.7,0,656
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/19/07,P,410000,5.8,6.2,0,2468
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,420000,124.2,125.2,19,1313
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,420000,7,7.4,14,2175
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,430000,115.9,116.9,3,1514
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,430000,8.5,8.8,121,1796
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,440000,107.9,108.8,2,1614
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,440000,10.2,10.5,12,1865
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,450000,100,100.9,16,1746
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,450000,12.1,12.4,129,3082
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,460000,92.4,93,6,1518
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,460000,14.2,14.6,9,1896
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,470000,85.1,86,8,1423
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,470000,16.7,17.1,111,2834
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,480000,78.1,78.9,7,2330
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,480000,19.4,19.9,38,1748
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,490000,71.4,72.2,11,2437
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,490000,22.6,23,9,699
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,500000,64.9,65.2,73,3956
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,500000,26,26.5,65,1543
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,510000,58.9,59.6,31,1348
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,510000,29.8,30.3,109,1362
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,520000,53.3,53.9,51,2083
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,520000,34,34.5,113,722
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,530000,47.9,48.5,158,1821
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,530000,38.6,39.1,32,594
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,540000,42.9,43.5,60,1692
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/20/07,P,540000,43.6,44.1,0,690
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,550000,38.2,38.8,96,2606
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,550000,49,49.6,3,285
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,560000,34,34.4,38,682
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,560000,54.9,55.4,39,319
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,570000,30.1,30.5,60,1494
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,570000,61.1,61.8,11,204
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,580000,26.4,26.9,46,2004
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,580000,67.7,68.4,3,109
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,590000,23.1,23.6,10,735
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,590000,74.8,75.4,10,129
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,600000,20.2,20.6,169,6631
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,600000,82.3,82.9,7,162
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,610000,17.5,17.9,21,497
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/20/07,P,610000,89.9,90.8,0,24
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,620000,15.1,15.5,25,531
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,620000,98.1,98.9,9,66
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,630000,13,13.4,30,990
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,630000,106.7,107.6,1,40
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,640000,11.1,11.5,18,528
121812,GOOG,A,6/22/07,524.98,0,1/19/08,5/22/07,P,640000,115.7,116.4,0,0
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,650000,9.4,9.8,26,1662
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/21/07,P,650000,124.9,125.8,0,11
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,660000,8,8.3,27,593
121812,GOOG,A,6/22/07,524.98,0,1/19/08,4/23/07,P,660000,134.7,135.7,0,0
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,670000,6.7,7.1,57,655
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,670000,144.7,145.7,2,0
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,680000,5.7,6,26,650
121812,GOOG,A,6/22/07,524.98,0,1/19/08,4/23/07,P,680000,154.7,155.7,0,0
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,690000,4.7,5,22,1183
121812,GOOG,A,6/22/07,524.98,0,1/19/08,5/31/07,P,690000,164.7,165.7,0,0
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,700000,3.9,4.2,89,2176
121812,GOOG,A,6/22/07,524.98,0,1/19/08,2/27/07,P,700000,174.7,175.7,0,0
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/20/07,C,710000,3.3,3.5,0,469
121812,GOOG,A,6/22/07,524.98,0,1/19/08,5/15/07,P,710000,184.7,185.7,0,0
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/20/07,C,720000,2.7,2.9,0,1156
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,P,720000,194.7,195.7,2,0
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,730000,2.2,2.4,54,551
121812,GOOG,A,6/22/07,524.98,0,1/19/08,5/31/07,P,730000,204.7,205.7,0,0
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,740000,1.8,2,1,601
121812,GOOG,A,6/22/07,524.98,0,1/19/08,5/15/07,P,740000,214.7,215.7,0,0
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/22/07,C,750000,1.45,1.6,134,5182
121812,GOOG,A,6/22/07,524.98,0,1/19/08,6/11/07,P,750000,224.7,225.7,0,1
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/21/07,C,270000,278.3,280.2,0,624
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,270000,3.1,3.4,32,1229
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/11/07,C,280000,269.6,271.6,0,338
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/14/07,P,280000,3.4,3.9,0,304
121812,GOOG,A,6/22/07,524.98,0,1/17/09,5/31/07,C,290000,261,263,0,210
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/13/07,P,290000,4,4.6,0,170
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,300000,252.4,254.5,15,408
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/21/07,P,300000,4.8,5.3,0,513
121812,GOOG,A,6/22/07,524.98,0,1/17/09,5/21/07,C,310000,244.1,246.1,0,153
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/18/07,P,310000,5.7,6.2,0,210
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/7/07,C,320000,235.8,237.8,0,160
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/6/07,P,320000,6.6,7.1,0,778
121812,GOOG,A,6/22/07,524.98,0,1/17/09,5/24/07,C,330000,227.6,229.6,0,70
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/21/07,P,330000,7.9,8.2,0,404
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/15/07,C,340000,219.5,221.5,0,61
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/20/07,P,340000,8.8,9.3,0,1114
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/19/07,C,350000,211.5,213.6,0,77
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,350000,10.1,10.8,9,426
121812,GOOG,A,6/22/07,524.98,0,1/17/09,5/4/07,C,360000,203.6,205.7,0,54
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/20/07,P,360000,11.4,12.2,0,445
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/20/07,C,370000,195.9,197.9,0,113
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,370000,12.9,13.8,1,224
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/19/07,C,380000,188.3,190.3,0,182
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,380000,14.6,15.5,119,507
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/18/07,C,390000,180.8,182.9,0,141
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,390000,16.4,17.3,10,548
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,400000,173.5,175.5,1,266
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,400000,18.3,18.8,10,1327
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/19/07,C,410000,166.3,168.3,0,146
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,410000,20.5,21.5,43,1075
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/18/07,C,420000,159.2,161.3,0,369
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,420000,22.7,23.9,98,571
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/11/07,C,430000,152.3,154.4,0,327
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,430000,25.2,26.4,1,266
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,440000,145.6,147.7,2,211
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,440000,27.9,29.1,10,1046
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,450000,139,141.1,5,248
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,450000,30.7,31.9,30,1270
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,460000,132.6,134.7,3,443
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,460000,33.8,35,54,872
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,470000,126.4,128.5,7,409
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,470000,37,38.3,2,777
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,480000,120.4,122.5,23,905
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,480000,40.5,41.8,201,910
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,490000,114.5,116.7,20,408
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,490000,44.2,45.6,1,295
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,500000,108.8,110,15,1500
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,500000,47.9,49.3,3,686
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,510000,103.2,105.5,11,688
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,510000,52.2,53.4,1,940
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,520000,98,98.4,11,1392
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/21/07,P,520000,56.4,57.7,0,600
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,530000,92.8,94.2,1,907
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/18/07,P,530000,60.9,62.3,0,691
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,540000,87.7,89.2,6,684
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/21/07,P,540000,65.7,67.1,0,317
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,550000,82.9,84,12,678
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,550000,70.5,72,1,386
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/21/07,C,560000,78.2,79.7,0,314
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,560000,76,77.2,8,259
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,570000,73.8,75.4,22,363
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/21/07,P,570000,81.5,82.7,0,524
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,580000,69.5,70.9,208,648
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/21/07,P,580000,87.2,88.4,0,288
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,590000,65.4,66.7,58,326
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/12/07,P,590000,93.8,94.4,0,112
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,600000,61.4,61.5,49,2051
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,600000,100,100.6,11,305
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/18/07,C,610000,57.6,58.9,0,156
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,610000,105.9,107.1,3,176
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,620000,53.9,55.3,1,398
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/5/07,P,620000,112.4,113.8,0,149
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,630000,50.5,51.8,1,151
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/14/07,P,630000,119.6,120.8,0,121
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,640000,47.2,48.5,2,315
121812,GOOG,A,6/22/07,524.98,0,1/17/09,5/30/07,P,640000,126.5,128,0,30
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,650000,44.1,45.2,36,912
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/13/07,P,650000,134.2,135.5,0,21
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/20/07,C,660000,41.1,42.2,0,612
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/18/07,P,660000,141.9,143.2,0,35
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,670000,38.3,39.4,10,503
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,670000,150,151.2,25,22
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,680000,35.7,36.7,1,163
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,680000,158.3,159.4,15,71
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,690000,33.1,34.2,10,648
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/19/07,P,690000,167.1,167.9,0,20
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,700000,30.7,31.3,15,575
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,700000,176,176.7,22,0
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,710000,28.5,29.5,15,455
121812,GOOG,A,6/22/07,524.98,0,1/17/09,4/19/07,P,710000,185.2,185.9,0,0
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,720000,26.3,27.3,36,276
121812,GOOG,A,6/22/07,524.98,0,1/17/09,1/31/07,P,720000,194.7,195.6,0,0
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,730000,24.3,25.4,21,264
121812,GOOG,A,6/22/07,524.98,0,1/17/09,2/1/07,P,730000,204.7,205.7,0,0
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,740000,22.5,23.5,27,434
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,P,740000,214.7,215.7,5,0
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/22/07,C,750000,20.7,21.1,107,2690
121812,GOOG,A,6/22/07,524.98,0,1/17/09,6/19/07,P,750000,224.7,225.7,0,3
